customer_id,division_name,district_name,farm_size_acres,customer_segment,crop_type,signup_date,acquisition_channel,district_id,division_id
C00710,Mymensingh,Netrokona,1.81,Smallholder (<2 acre),Mustard,2026-03-20,YouTube,DT015,D04
C00711,Sylhet,Habiganj,0.95,Smallholder (<2 acre),Rice (Boro),2025-09-03,Organic Search,DT029,D08
C00712,Dhaka,Narayanganj,1.27,Smallholder (<2 acre),Wheat,2025-09-23,Organic Search,DT018,D05
C00713,Barishal,Barishal,1.94,Smallholder (<2 acre),Potato,2025-08-05,Organic Search,DT020,D06
C00714,Chattogram,Cox'S Bazar,2.76,Medium (2-5 acre),Jute,2025-12-31,Direct,DT024,D07
C00715,Barishal,Bhola,4.38,Medium (2-5 acre),Mustard,2026-03-20,Facebook Ads,DT022,D06
C00716,Rangpur,Gaibandha,1.69,Smallholder (<2 acre),Wheat,2025-12-11,Field Dealer Network,DT008,D02
C00717,Dhaka,Tangail,2.25,Medium (2-5 acre),Vegetables,2025-01-09,Organic Search,DT019,D05
C00718,Rajshahi,Bogura,0.68,Smallholder (<2 acre),Rice (Aman),2026-04-29,Referral/NGO Partner,DT002,D01
C00719,Dhaka,Narayanganj,1.08,Smallholder (<2 acre),Jute,2025-07-31,SMS Campaign,DT018,D05
C00720,Sylhet,Moulvibazar,1.57,Smallholder (<2 acre),Wheat,2026-04-14,Field Dealer Network,DT028,D08
C00721,Mymensingh,Mymensingh,0.97,Smallholder (<2 acre),Potato,2025-09-08,Field Dealer Network,DT013,D04
C00722,Khulna,Bagerhat,3.83,Medium (2-5 acre),Rice (Boro),2025-01-14,Field Dealer Network,DT012,D03
C00723,Rajshahi,Natore,0.28,Smallholder (<2 acre),Potato,2025-09-25,Referral/NGO Partner,DT004,D01
C00724,Sylhet,Moulvibazar,1.38,Smallholder (<2 acre),Potato,2026-04-20,SMS Campaign,DT028,D08
C00725,Rajshahi,Natore,3.9,Medium (2-5 acre),Rice (Boro),2026-03-16,Referral/NGO Partner,DT004,D01
C00726,Rajshahi,Pabna,1.37,Smallholder (<2 acre),Jute,2025-03-27,Organic Search,DT003,D01
C00727,Rangpur,Gaibandha,0.82,Smallholder (<2 acre),Potato,2025-03-01,Facebook Ads,DT008,D02
C00728,Rajshahi,Bogura,1.41,Smallholder (<2 acre),Potato,2025-12-01,Organic Search,DT002,D01
C00729,Mymensingh,Mymensingh,1.62,Smallholder (<2 acre),Rice (Boro),2025-11-14,Referral/NGO Partner,DT013,D04
C00730,Mymensingh,Mymensingh,1.83,Smallholder (<2 acre),Maize,2025-02-05,YouTube,DT013,D04
C00731,Khulna,Satkhira,1.77,Smallholder (<2 acre),Vegetables,2025-08-13,Field Dealer Network,DT011,D03
C00732,Rajshahi,Bogura,1.58,Smallholder (<2 acre),Mustard,2025-03-01,Referral/NGO Partner,DT002,D01
C00733,Rajshahi,Natore,0.71,Smallholder (<2 acre),Rice (Aman),2025-02-25,Referral/NGO Partner,DT004,D01
C00734,Khulna,Jashore,0.46,Smallholder (<2 acre),Potato,2025-06-19,Field Dealer Network,DT010,D03
C00735,Rajshahi,Pabna,3.33,Medium (2-5 acre),Vegetables,2025-09-09,Facebook Ads,DT003,D01
C00736,Dhaka,Narayanganj,2.3,Medium (2-5 acre),Jute,2026-03-07,Referral/NGO Partner,DT018,D05
C00737,Rangpur,Dinajpur,0.76,Smallholder (<2 acre),Maize,2025-06-14,Referral/NGO Partner,DT006,D02
C00738,Rangpur,Rangpur,0.2,Smallholder (<2 acre),Potato,2026-02-12,Field Dealer Network,DT005,D02
C00739,Khulna,Satkhira,3.05,Medium (2-5 acre),Rice (Boro),2025-05-11,Field Dealer Network,DT011,D03
C00740,Khulna,Khulna,1.38,Smallholder (<2 acre),Mustard,2025-10-29,Facebook Ads,DT009,D03
C00741,Rajshahi,Natore,1.93,Smallholder (<2 acre),Mustard,2025-03-29,SMS Campaign,DT004,D01
C00742,Rajshahi,Pabna,2.79,Medium (2-5 acre),Rice (Boro),2025-09-06,Organic Search,DT003,D01
C00743,Chattogram,Chattogram,1.7,Smallholder (<2 acre),Maize,2025-08-14,SMS Campaign,DT023,D07
C00744,Rajshahi,Bogura,2.55,Medium (2-5 acre),Wheat,2025-06-30,Field Dealer Network,DT002,D01
C00745,Mymensingh,Netrokona,2.48,Medium (2-5 acre),Vegetables,2025-07-08,Field Dealer Network,DT015,D04
C00746,Mymensingh,Netrokona,0.52,Smallholder (<2 acre),Jute,2025-04-02,Referral/NGO Partner,DT015,D04
C00747,Khulna,Jashore,1.74,Smallholder (<2 acre),Wheat,2025-05-19,Facebook Ads,DT010,D03
C00748,Khulna,Bagerhat,2.09,Medium (2-5 acre),Wheat,2025-08-23,Referral/NGO Partner,DT012,D03
C00749,Barishal,Bhola,2.79,Medium (2-5 acre),Potato,2025-11-02,Field Dealer Network,DT022,D06
C00750,Chattogram,Chattogram,1.12,Smallholder (<2 acre),Mustard,2025-11-01,Field Dealer Network,DT023,D07
C00751,Rangpur,Dinajpur,1.51,Smallholder (<2 acre),Vegetables,2026-01-15,Referral/NGO Partner,DT006,D02
C00752,Khulna,Khulna,0.68,Smallholder (<2 acre),Rice (Aman),2025-10-27,Facebook Ads,DT009,D03
C00753,Rangpur,Dinajpur,0.2,Smallholder (<2 acre),Wheat,2026-02-20,Organic Search,DT006,D02
C00754,Mymensingh,Netrokona,0.75,Smallholder (<2 acre),Rice (Aman),2025-12-06,Facebook Ads,DT015,D04
C00755,Dhaka,Gazipur,3.36,Medium (2-5 acre),Vegetables,2025-01-05,Referral/NGO Partner,DT017,D05
C00756,Rangpur,Rangpur,1.41,Smallholder (<2 acre),Wheat,2025-10-05,SMS Campaign,DT005,D02
C00757,Khulna,Bagerhat,1.52,Smallholder (<2 acre),Vegetables,2025-10-09,SMS Campaign,DT012,D03
C00758,Chattogram,Chattogram,1.53,Smallholder (<2 acre),Mustard,2025-05-27,Facebook Ads,DT023,D07
C00759,Rajshahi,Natore,2.65,Medium (2-5 acre),Vegetables,2025-03-19,Organic Search,DT004,D01
C00760,Mymensingh,Jamalpur,6.91,Large (>5 acre),Mustard,2025-04-08,SMS Campaign,DT014,D04
C00761,Dhaka,Gazipur,0.51,Smallholder (<2 acre),Jute,2025-12-07,Organic Search,DT017,D05
C00762,Rajshahi,Rajshahi,2.78,Medium (2-5 acre),Potato,2026-04-10,Organic Search,DT001,D01
C00763,Rajshahi,Pabna,2.25,Medium (2-5 acre),Mustard,2025-11-17,Field Dealer Network,DT003,D01
C00764,Rajshahi,Rajshahi,2.17,Medium (2-5 acre),Maize,2025-11-13,Field Dealer Network,DT001,D01
C00765,Chattogram,Chattogram,2.75,Medium (2-5 acre),Mustard,2025-04-24,Organic Search,DT023,D07
C00766,Rajshahi,Pabna,1.71,Smallholder (<2 acre),Jute,2025-02-01,Referral/NGO Partner,DT003,D01
C00767,Rangpur,Gaibandha,1.27,Smallholder (<2 acre),Vegetables,2025-07-31,Referral/NGO Partner,DT008,D02
C00768,Rajshahi,Natore,6.75,Large (>5 acre),Wheat,2025-06-06,Facebook Ads,DT004,D01
C00769,Rajshahi,Pabna,1.2,Smallholder (<2 acre),Maize,2025-10-14,Organic Search,DT003,D01
C00770,Dhaka,Tangail,0.68,Smallholder (<2 acre),Vegetables,2026-01-14,YouTube,DT019,D05
C00771,Rangpur,Gaibandha,1.76,Smallholder (<2 acre),Rice (Aman),2025-04-03,Organic Search,DT008,D02
C00772,Dhaka,Dhaka,2.11,Medium (2-5 acre),Jute,2025-03-26,Direct,DT016,D05
C00773,Dhaka,Narayanganj,4.11,Medium (2-5 acre),Wheat,2025-04-22,Facebook Ads,DT018,D05
C00774,Chattogram,Feni,0.82,Smallholder (<2 acre),Potato,2026-03-09,SMS Campaign,DT026,D07
C00775,Rajshahi,Pabna,1.04,Smallholder (<2 acre),Mustard,2025-05-13,Organic Search,DT003,D01
C00776,Chattogram,Comilla,2.41,Medium (2-5 acre),Rice (Aman),2025-09-28,Organic Search,DT025,D07
C00777,Dhaka,Dhaka,1.61,Smallholder (<2 acre),Rice (Boro),2026-03-23,Facebook Ads,DT016,D05
C00778,Rangpur,Dinajpur,3.31,Medium (2-5 acre),Vegetables,2025-04-27,Field Dealer Network,DT006,D02
C00779,Barishal,Bhola,0.27,Smallholder (<2 acre),Potato,2025-09-02,Organic Search,DT022,D06
C00780,,Cox'S Bazar,2.84,Medium (2-5 acre),Jute,2025-02-21,Field Dealer Network,DT024,D07
C00781,Rangpur,Dinajpur,2.22,Medium (2-5 acre),Rice (Boro),2025-07-21,SMS Campaign,DT006,D02
C00782,Chattogram,Cox'S Bazar,0.67,Smallholder (<2 acre),Potato,2026-04-23,Field Dealer Network,DT024,D07
C00783,Mymensingh,Mymensingh,0.47,Smallholder (<2 acre),Rice (Boro),2026-01-03,Field Dealer Network,DT013,D04
C00784,Dhaka,Tangail,2.05,Medium (2-5 acre),Wheat,2025-01-08,SMS Campaign,DT019,D05
C00785,Sylhet,Sylhet,2.8,Medium (2-5 acre),Wheat,2025-09-30,Field Dealer Network,DT027,D08
C00786,Khulna,Bagerhat,2.44,Medium (2-5 acre),Rice (Aman),2026-02-20,SMS Campaign,DT012,D03
C00787,Barishal,Patuakhali,0.39,Smallholder (<2 acre),Jute,2025-03-25,Organic Search,DT021,D06
C00788,Khulna,Bagerhat,3.83,Medium (2-5 acre),Mustard,2025-01-12,Organic Search,DT012,D03
C00789,Barishal,Patuakhali,0.84,Smallholder (<2 acre),Rice (Boro),2025-09-02,Field Dealer Network,DT021,D06
C00790,Dhaka,Gazipur,2.19,Medium (2-5 acre),Vegetables,2026-01-21,Organic Search,DT017,D05
C00791,Rangpur,Gaibandha,0.9,Smallholder (<2 acre),Mustard,2026-03-20,Organic Search,DT008,D02
C00792,Khulna,Khulna,5.39,Large (>5 acre),Potato,2025-06-10,Organic Search,DT009,D03
C00793,Khulna,Bagerhat,1.2,Smallholder (<2 acre),Rice (Boro),2025-04-21,Facebook Ads,DT012,D03
C00794,Rajshahi,Pabna,1.32,Smallholder (<2 acre),Mustard,2025-12-27,YouTube,DT003,D01
C00795,Rajshahi,Natore,1.67,Smallholder (<2 acre),Rice (Boro),2025-08-22,Organic Search,DT004,D01
C00796,Khulna,Satkhira,3.26,Medium (2-5 acre),Potato,2026-04-21,Organic Search,DT011,D03
C00797,Rajshahi,Bogura,0.44,Smallholder (<2 acre),Rice (Boro),2025-06-07,Direct,DT002,D01
C00798,Rangpur,Dinajpur,1.84,Smallholder (<2 acre),Mustard,2025-08-24,Referral/NGO Partner,DT006,D02
C00799,Barishal,Barishal,0.2,Smallholder (<2 acre),Rice (Aman),2025-12-22,Facebook Ads,DT020,D06
C00800,Dhaka,Dhaka,1.83,Smallholder (<2 acre),Wheat,2025-11-07,Organic Search,DT016,D05
C00801,Barishal,Bhola,3.87,Medium (2-5 acre),Vegetables,2025-03-26,Field Dealer Network,DT022,D06
C00802,Khulna,Khulna,1.33,Smallholder (<2 acre),Vegetables,2026-04-16,Organic Search,DT009,D03
C00803,Chattogram,Chattogram,3.22,Medium (2-5 acre),Jute,2025-11-23,Field Dealer Network,DT023,D07
C00804,Dhaka,Dhaka,0.2,Smallholder (<2 acre),Mustard,2025-08-07,Referral/NGO Partner,DT016,D05
C00805,Rajshahi,Pabna,1.23,Smallholder (<2 acre),Rice (Boro),2025-03-01,Field Dealer Network,DT003,D01
C00806,Rajshahi,Natore,1.89,Smallholder (<2 acre),Jute,2025-05-10,Facebook Ads,DT004,D01
C00807,Dhaka,Narayanganj,1.02,Smallholder (<2 acre),Jute,2025-03-25,Organic Search,DT018,D05
C00808,Rangpur,Rangpur,3.04,Medium (2-5 acre),Rice (Boro),2026-04-22,Organic Search,DT005,D02
C00809,Mymensingh,Netrokona,0.46,Smallholder (<2 acre),Maize,2025-08-07,Field Dealer Network,DT015,D04
C00810,Sylhet,Habiganj,1.83,Smallholder (<2 acre),Tea,2025-10-07,Organic Search,DT029,D08
C00811,Rajshahi,Bogura,0.79,Smallholder (<2 acre),Rice (Boro),2025-08-28,Organic Search,DT002,D01
C00812,Rajshahi,Bogura,3.75,Medium (2-5 acre),Rice (Boro),2025-08-21,Organic Search,DT002,D01
C00813,Sylhet,Sylhet,1.35,Smallholder (<2 acre),Rice (Aman),2025-02-14,Field Dealer Network,DT027,D08
C00814,Dhaka,Tangail,1.85,Smallholder (<2 acre),Potato,2025-12-11,Field Dealer Network,DT019,D05
C00815,Rajshahi,Rajshahi,1.56,Smallholder (<2 acre),Vegetables,2025-11-05,Facebook Ads,DT001,D01
C00816,Chattogram,Feni,0.46,Smallholder (<2 acre),Rice (Boro),2025-05-07,Organic Search,DT026,D07
C00817,Chattogram,Comilla,2.6,Medium (2-5 acre),Rice (Boro),2025-09-24,Organic Search,DT025,D07
C00818,Mymensingh,Jamalpur,0.8,Smallholder (<2 acre),Vegetables,2025-05-05,Referral/NGO Partner,DT014,D04
C00819,Dhaka,Tangail,1.41,Smallholder (<2 acre),Potato,2025-06-20,Referral/NGO Partner,DT019,D05
C00820,Rangpur,Dinajpur,2.58,Medium (2-5 acre),Maize,2025-10-11,Organic Search,DT006,D02
C00821,Rajshahi,Bogura,0.33,Smallholder (<2 acre),Jute,2025-12-21,Field Dealer Network,DT002,D01
C00822,Dhaka,Gazipur,1.84,Smallholder (<2 acre),Maize,2026-04-08,Facebook Ads,DT017,D05
C00823,Rangpur,Gaibandha,4.51,Medium (2-5 acre),Maize,2026-04-22,Organic Search,DT008,D02
C00824,Dhaka,Narayanganj,2.63,Medium (2-5 acre),Mustard,2025-12-20,Facebook Ads,DT018,D05
C00825,Chattogram,Feni,5.22,Large (>5 acre),Rice (Aman),2026-04-04,Field Dealer Network,DT026,D07
C00826,Rajshahi,Natore,0.25,Smallholder (<2 acre),Wheat,2025-05-29,SMS Campaign,DT004,D01
C00827,Dhaka,Gazipur,1.71,Smallholder (<2 acre),Wheat,2025-07-10,Direct,DT017,D05
C00828,Rangpur,Kurigram,1.58,Smallholder (<2 acre),Wheat,2025-04-27,Referral/NGO Partner,DT007,D02
C00829,Chattogram,Comilla,1.04,Smallholder (<2 acre),Wheat,2025-12-31,Referral/NGO Partner,DT025,D07
C00830,Rangpur,Rangpur,2.44,Medium (2-5 acre),Mustard,2026-04-29,Field Dealer Network,DT005,D02
C00831,Dhaka,Gazipur,3.12,Medium (2-5 acre),Jute,2026-04-27,Facebook Ads,DT017,D05
C00832,Mymensingh,Mymensingh,2.66,Medium (2-5 acre),Rice (Boro),2025-07-11,Facebook Ads,DT013,D04
C00833,Khulna,Jashore,1.94,Smallholder (<2 acre),Rice (Boro),2025-08-28,Organic Search,DT010,D03
C00834,Dhaka,Gazipur,2.22,Medium (2-5 acre),Jute,2025-03-12,Field Dealer Network,DT017,D05
C00835,Barishal,Bhola,1.52,Smallholder (<2 acre),Jute,2025-03-12,Facebook Ads,DT022,D06
C00836,Dhaka,Gazipur,0.52,Smallholder (<2 acre),Jute,2025-03-19,Referral/NGO Partner,DT017,D05
C00837,Barishal,Bhola,2.71,Medium (2-5 acre),Maize,2025-05-11,Organic Search,DT022,D06
C00838,Sylhet,Moulvibazar,3.4,Medium (2-5 acre),Tea,2026-02-25,Referral/NGO Partner,DT028,D08
C00839,Khulna,Bagerhat,2.45,Medium (2-5 acre),Potato,2025-12-29,Referral/NGO Partner,DT012,D03
C00840,Mymensingh,Netrokona,2.41,Medium (2-5 acre),Wheat,2025-09-14,YouTube,DT015,D04
C00841,Rajshahi,Pabna,1.17,Smallholder (<2 acre),Jute,2025-10-16,Referral/NGO Partner,DT003,D01
C00842,Barishal,Bhola,2.35,Medium (2-5 acre),Rice (Boro),2025-01-16,YouTube,DT022,D06
C00843,Mymensingh,Jamalpur,1.01,Smallholder (<2 acre),Rice (Boro),2026-04-06,Facebook Ads,DT014,D04
C00844,Khulna,Bagerhat,11.36,Large (>5 acre),Rice (Aman),2025-10-16,Referral/NGO Partner,DT012,D03
C00845,Rajshahi,Pabna,1.7,Smallholder (<2 acre),Rice (Aman),2025-11-26,SMS Campaign,DT003,D01
C00846,Chattogram,Chattogram,0.57,Smallholder (<2 acre),Rice (Aman),2025-04-08,Organic Search,DT023,D07
C00847,Khulna,Jashore,2.19,Medium (2-5 acre),Rice (Aman),2025-04-26,Field Dealer Network,DT010,D03
C00848,Dhaka,Dhaka,0.76,Smallholder (<2 acre),Mustard,2025-05-20,Direct,DT016,D05
C00849,Rajshahi,Rajshahi,3.1,Medium (2-5 acre),Jute,2025-08-13,Facebook Ads,DT001,D01
C00850,Sylhet,Sylhet,2.81,Medium (2-5 acre),Tea,2025-07-01,Facebook Ads,DT027,D08
C00851,Rangpur,Kurigram,1.28,Smallholder (<2 acre),Rice (Aman),2025-12-23,Facebook Ads,DT007,D02
C00852,Rangpur,Rangpur,0.75,Smallholder (<2 acre),Mustard,2025-03-21,SMS Campaign,DT005,D02
C00853,Chattogram,Cox'S Bazar,0.95,Smallholder (<2 acre),Jute,2025-11-29,Field Dealer Network,DT024,D07
C00854,Chattogram,Cox'S Bazar,0.83,Smallholder (<2 acre),Rice (Boro),2025-01-16,Facebook Ads,DT024,D07
C00855,Rangpur,Dinajpur,0.97,Smallholder (<2 acre),Potato,2026-04-29,YouTube,DT006,D02
C00856,Mymensingh,Mymensingh,0.95,Smallholder (<2 acre),Wheat,2025-11-09,Referral/NGO Partner,DT013,D04
C00857,Barishal,Bhola,5.77,Large (>5 acre),Jute,2025-01-12,Field Dealer Network,DT022,D06
C00858,Chattogram,Cox'S Bazar,3.04,Medium (2-5 acre),Potato,2025-12-21,YouTube,DT024,D07
C00859,Khulna,Khulna,1.8,Smallholder (<2 acre),Rice (Aman),2026-01-04,SMS Campaign,DT009,D03
C00860,Mymensingh,Mymensingh,0.23,Smallholder (<2 acre),Rice (Aman),2025-12-24,Facebook Ads,DT013,D04
C00861,Barishal,Bhola,0.88,Smallholder (<2 acre),Vegetables,2025-12-23,Field Dealer Network,DT022,D06
C00862,Barishal,Patuakhali,0.9,Smallholder (<2 acre),Vegetables,2025-12-28,Organic Search,DT021,D06
C00863,Barishal,Patuakhali,2.3,Medium (2-5 acre),Wheat,2025-01-10,Referral/NGO Partner,DT021,D06
C00864,Dhaka,Narayanganj,3.21,Medium (2-5 acre),Jute,2025-02-23,SMS Campaign,DT018,D05
C00865,Rajshahi,Rajshahi,2.13,Medium (2-5 acre),Maize,2025-03-11,Organic Search,DT001,D01
C00866,Chattogram,Cox'S Bazar,1.04,Smallholder (<2 acre),Maize,2025-11-03,Referral/NGO Partner,DT024,D07
C00867,Chattogram,Chattogram,1.14,Smallholder (<2 acre),Rice (Aman),2025-01-28,Field Dealer Network,DT023,D07
C00868,Barishal,Patuakhali,1.56,Smallholder (<2 acre),Potato,2026-04-29,Facebook Ads,DT021,D06
C00869,Rajshahi,Bogura,1.29,Smallholder (<2 acre),Mustard,2025-01-15,Organic Search,DT002,D01
C00870,Rangpur,Kurigram,6.15,Large (>5 acre),Mustard,2025-07-19,Facebook Ads,DT007,D02
C00871,Barishal,Patuakhali,5.81,Large (>5 acre),Jute,2026-02-10,Direct,DT021,D06
C00872,Rajshahi,Bogura,2.3,Medium (2-5 acre),Maize,2025-05-29,Field Dealer Network,DT002,D01
C00873,Sylhet,Sylhet,1.81,Smallholder (<2 acre),Rice (Boro),2025-10-24,Organic Search,DT027,D08
C00874,Khulna,Jashore,3.63,Medium (2-5 acre),Potato,2025-07-13,Field Dealer Network,DT010,D03
C00875,Dhaka,Dhaka,4.97,Medium (2-5 acre),Potato,2025-02-12,Direct,DT016,D05
C00876,Chattogram,Comilla,0.8,Smallholder (<2 acre),Vegetables,2025-03-27,Field Dealer Network,DT025,D07
C00877,Khulna,Satkhira,1.07,Smallholder (<2 acre),Rice (Aman),2025-05-19,Facebook Ads,DT011,D03
C00878,Khulna,Bagerhat,2.53,Medium (2-5 acre),Rice (Aman),2026-03-19,SMS Campaign,DT012,D03
C00879,Dhaka,Tangail,4.09,Medium (2-5 acre),Jute,2025-12-20,Facebook Ads,DT019,D05
C00880,Dhaka,Gazipur,1.84,Smallholder (<2 acre),Rice (Aman),2026-02-11,Facebook Ads,DT017,D05
C00881,Khulna,Satkhira,0.68,Smallholder (<2 acre),Rice (Boro),2025-12-26,Field Dealer Network,DT011,D03
C00882,Dhaka,Gazipur,1.17,Smallholder (<2 acre),Rice (Boro),2025-10-18,Referral/NGO Partner,DT017,D05
C00883,Chattogram,Feni,3.56,Medium (2-5 acre),Wheat,2026-01-07,Organic Search,DT026,D07
C00884,Mymensingh,Mymensingh,0.6,Smallholder (<2 acre),Jute,2025-06-19,Facebook Ads,DT013,D04
C00885,Rangpur,Gaibandha,1.02,Smallholder (<2 acre),Jute,2025-09-29,YouTube,DT008,D02
C00886,Khulna,Jashore,0.42,Smallholder (<2 acre),Mustard,2025-06-26,Facebook Ads,DT010,D03
C00887,Khulna,Bagerhat,1.03,Smallholder (<2 acre),Wheat,2025-10-26,SMS Campaign,DT012,D03
C00888,Rajshahi,Rajshahi,2.61,Medium (2-5 acre),Jute,2025-03-13,Facebook Ads,DT001,D01
C00889,Rangpur,Gaibandha,4.03,Medium (2-5 acre),Rice (Aman),2025-01-03,SMS Campaign,DT008,D02
C00890,Dhaka,Narayanganj,4.36,Medium (2-5 acre),Vegetables,2025-12-31,Referral/NGO Partner,DT018,D05
C00891,Khulna,Jashore,0.73,Smallholder (<2 acre),Wheat,2025-12-24,Facebook Ads,DT010,D03
C00892,Sylhet,Moulvibazar,4.3,Medium (2-5 acre),Jute,2025-08-25,Organic Search,DT028,D08
C00893,Rangpur,Kurigram,1.64,Smallholder (<2 acre),Vegetables,2026-03-18,Field Dealer Network,DT007,D02
C00894,Rajshahi,Rajshahi,4.83,Medium (2-5 acre),Potato,2025-10-06,YouTube,DT001,D01
C00895,Barishal,Barishal,2.59,Medium (2-5 acre),Mustard,2025-08-07,Organic Search,DT020,D06
C00896,Chattogram,Cox'S Bazar,0.84,Smallholder (<2 acre),Vegetables,2025-10-17,Referral/NGO Partner,DT024,D07
C00897,Rangpur,Rangpur,1.18,Smallholder (<2 acre),Jute,2026-01-15,Facebook Ads,DT005,D02
C00898,Rangpur,Rangpur,3.21,Medium (2-5 acre),Mustard,2025-08-02,Field Dealer Network,DT005,D02
C00899,Rangpur,Rangpur,1.5,Smallholder (<2 acre),Jute,2025-05-15,Organic Search,DT005,D02
C00900,Mymensingh,Netrokona,3.19,Medium (2-5 acre),Rice (Boro),2025-10-22,Facebook Ads,DT015,D04
C00901,Mymensingh,Mymensingh,0.94,Smallholder (<2 acre),Potato,2025-04-26,Organic Search,DT013,D04
C00902,Rangpur,Gaibandha,0.97,Smallholder (<2 acre),Rice (Boro),2025-02-24,Organic Search,DT008,D02
C00903,Rajshahi,Pabna,2.09,Medium (2-5 acre),Vegetables,2025-03-29,SMS Campaign,DT003,D01
C00904,Mymensingh,Mymensingh,0.4,Smallholder (<2 acre),Mustard,2025-07-01,Organic Search,DT013,D04
C00905,Sylhet,Moulvibazar,4.69,Medium (2-5 acre),Mustard,2026-04-22,Facebook Ads,DT028,D08
C00906,Dhaka,Tangail,0.91,Smallholder (<2 acre),Rice (Aman),2025-04-09,Referral/NGO Partner,DT019,D05
C00907,Mymensingh,Mymensingh,2.16,Medium (2-5 acre),Potato,2025-12-26,Organic Search,DT013,D04
C00908,Rajshahi,Rajshahi,2.84,Medium (2-5 acre),Vegetables,2025-04-12,Referral/NGO Partner,DT001,D01
C00909,Rangpur,Gaibandha,0.83,Smallholder (<2 acre),Maize,2025-12-02,Facebook Ads,DT008,D02
C00910,Rangpur,Kurigram,2.03,Medium (2-5 acre),Vegetables,2025-09-23,Field Dealer Network,DT007,D02
C00911,Barishal,Barishal,5.38,Large (>5 acre),Maize,2025-05-19,Facebook Ads,DT020,D06
C00912,Chattogram,Feni,0.74,Smallholder (<2 acre),Maize,2025-03-25,Organic Search,DT026,D07
C00913,Chattogram,Chattogram,1.6,Smallholder (<2 acre),Rice (Aman),2025-11-07,Field Dealer Network,DT023,D07
C00914,Sylhet,Sylhet,1.13,Smallholder (<2 acre),Rice (Boro),2025-02-21,Organic Search,DT027,D08
C00915,Sylhet,Sylhet,0.52,Smallholder (<2 acre),Mustard,2025-10-10,Organic Search,DT027,D08
C00916,Sylhet,Habiganj,1.66,Smallholder (<2 acre),Maize,2025-01-31,SMS Campaign,DT029,D08
C00917,Rajshahi,Natore,3.94,Medium (2-5 acre),Rice (Boro),2026-01-11,Field Dealer Network,DT004,D01
C00918,Rajshahi,Bogura,0.88,Smallholder (<2 acre),Potato,2026-04-21,SMS Campaign,DT002,D01
C00919,Rangpur,Rangpur,0.71,Smallholder (<2 acre),Mustard,2025-04-19,SMS Campaign,DT005,D02
C00920,Mymensingh,Mymensingh,3.19,Medium (2-5 acre),Mustard,2025-02-01,YouTube,DT013,D04
C00921,Rajshahi,Natore,3.51,Medium (2-5 acre),Wheat,2026-01-08,Facebook Ads,DT004,D01
C00922,Chattogram,Chattogram,1.58,Smallholder (<2 acre),Maize,2025-05-14,Organic Search,DT023,D07
C00923,Dhaka,Tangail,4.48,Medium (2-5 acre),Mustard,2025-08-25,YouTube,DT019,D05
C00924,Mymensingh,Mymensingh,0.56,Smallholder (<2 acre),Maize,2025-07-04,YouTube,DT013,D04
C00925,Rangpur,Gaibandha,3.48,Medium (2-5 acre),Wheat,2025-06-25,Direct,DT008,D02
C00926,Rangpur,Dinajpur,3.16,Medium (2-5 acre),Maize,2026-04-14,Referral/NGO Partner,DT006,D02
C00927,Rangpur,Dinajpur,2.59,Medium (2-5 acre),Maize,2025-06-11,Organic Search,DT006,D02
C00928,Chattogram,Comilla,0.33,Smallholder (<2 acre),Wheat,2025-08-27,YouTube,DT025,D07
C00929,Dhaka,Dhaka,3.6,Medium (2-5 acre),Wheat,2025-06-16,Field Dealer Network,DT016,D05
C00930,Barishal,Bhola,0.21,Smallholder (<2 acre),Maize,2025-06-23,SMS Campaign,DT022,D06
C00931,Rangpur,Kurigram,0.2,Smallholder (<2 acre),Mustard,2025-03-18,Facebook Ads,DT007,D02
C00932,Khulna,Jashore,2.8,Medium (2-5 acre),Jute,2025-01-19,Organic Search,DT010,D03
C00933,Khulna,Satkhira,3.95,Medium (2-5 acre),Mustard,2025-07-05,SMS Campaign,DT011,D03
C00934,Barishal,Patuakhali,0.37,Smallholder (<2 acre),Mustard,2025-04-28,SMS Campaign,DT021,D06
C00935,Barishal,Bhola,2.83,Medium (2-5 acre),Potato,2026-04-29,Organic Search,DT022,D06
C00936,Rangpur,Rangpur,1.4,Smallholder (<2 acre),Wheat,2025-02-25,YouTube,DT005,D02
C00937,Sylhet,Moulvibazar,1.48,Smallholder (<2 acre),Wheat,2025-09-09,SMS Campaign,DT028,D08
C00938,Rajshahi,Pabna,1.58,Smallholder (<2 acre),Mustard,2025-10-01,SMS Campaign,DT003,D01
C00939,Chattogram,Comilla,1.87,Smallholder (<2 acre),Rice (Boro),2025-06-27,Organic Search,DT025,D07
C00940,Rajshahi,Pabna,0.35,Smallholder (<2 acre),Vegetables,2025-11-25,Facebook Ads,DT003,D01
C00941,Rangpur,Gaibandha,6.06,Large (>5 acre),Rice (Aman),2025-07-22,Referral/NGO Partner,DT008,D02
C00942,Chattogram,Cox'S Bazar,0.31,Smallholder (<2 acre),Potato,2026-02-14,Organic Search,DT024,D07
C00943,Rangpur,Dinajpur,5.8,Large (>5 acre),Wheat,2025-08-18,SMS Campaign,DT006,D02
C00944,Khulna,Jashore,2.94,Medium (2-5 acre),Jute,2025-11-21,Field Dealer Network,DT010,D03
C00945,Mymensingh,Jamalpur,0.26,Smallholder (<2 acre),Rice (Boro),2025-04-22,Field Dealer Network,DT014,D04
