traffic_id,date,division_id,division_name,channel,device_category,sessions,new_users,total_users,bounce_rate_pct,avg_session_duration_sec,conversions,conversion_rate_pct
22772,2026-02-11,D06,Barishal,Youtube,Desktop,59,33,53,41.5,189.0,1.0,1.54
22773,2026-02-11,D06,Barishal,Referral/Ngo Partner,Mobile,101,58,96,30.4,101.0,2.0,2.29
22774,2026-02-11,D06,Barishal,Direct,Mobile,30,21,28,44.2,136.0,1.0,2.45
22775,2026-02-11,D06,Barishal,Direct,Mobile,24,15,22,37.3,159.0,0.0,1.63
22776,2026-02-11,D06,Barishal,Google Ads,Mobile,21,15,19,32.9,111.0,0.0,1.84
22777,2026-02-11,D06,Barishal,Facebook Ads,Mobile,15,11,13,40.8,153.0,0.0,2.27
22778,2026-02-11,D06,Barishal,Organic Search,Mobile,16,9,16,49.4,144.0,0.0,2.3
22779,2026-02-11,D07,Chattogram,Direct,Desktop,75,55,71,45.9,119.0,2.0,2.22
22780,2026-02-11,D07,Chattogram,Organic Search,Desktop,105,59,91,33.6,143.0,2.0,2.31
22781,2026-02-11,D07,Chattogram,Google Ads,Mobile,38,27,35,40.4,104.0,1.0,1.49
22782,2026-02-11,D07,Chattogram,SMS Campaign,Mobile,37,27,33,34.0,92.0,1.0,2.29
22783,2026-02-11,D07,Chattogram,Organic Search,Desktop,23,18,20,36.4,124.0,0.0,1.96
22784,2026-02-11,D07,Chattogram,Facebook Ads,Mobile,20,12,17,31.0,127.0,0.0,2.34
22785,2026-02-11,D07,Chattogram,Referral/Ngo Partner,Mobile,25,18,22,47.0,122.0,1.0,2.45
22786,2026-02-11,D08,Sylhet,Youtube,Desktop,37,24,32,44.7,106.0,1.0,1.52
22787,2026-02-11,D08,Sylhet,Facebook Ads,Desktop,39,26,37,33.7,135.0,1.0,1.79
22788,2026-02-11,D08,Sylhet,Direct,Mobile,20,14,17,35.1,156.0,0.0,1.69
22789,2026-02-11,D08,Sylhet,SMS Campaign,Mobile,16,10,14,39.1,106.0,0.0,1.58
22790,2026-02-11,D08,Sylhet,SMS Campaign,Desktop,13,8,12,40.6,116.0,0.0,1.53
22791,2026-02-11,D08,Sylhet,Youtube,Mobile,9,5,9,43.7,141.0,0.0,1.95
22792,2026-02-11,D08,Sylhet,Referral/Ngo Partner,Mobile,11,9,10,29.8,163.0,0.0,1.43
22793,2026-02-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,95,76,82,46.0,116.0,3.0,3.55
22794,2026-02-12,D01,Rajshahi,Organic Search,Desktop,116,73,107,43.3,123.0,3.0,2.49
22795,2026-02-12,D01,Rajshahi,Google Ads,Mobile,46,29,41,27.3,128.0,1.0,2.28
22796,2026-02-12,D01,Rajshahi,SMS Campaign,Mobile,46,26,44,42.4,110.0,1.0,2.48
22797,2026-02-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,30,17,28,49.9,109.0,1.0,3.44
22798,2026-02-12,D01,Rajshahi,Referral/Ngo Partner,Mobile,32,21,28,37.9,148.0,1.0,2.67
22799,2026-02-12,D01,Rajshahi,Organic Search,Mobile,29,23,26,32.9,126.0,1.0,2.32
22800,2026-02-12,D02,Rangpur,Youtube,Mobile,56,38,53,33.3,140.0,2.0,3.44
22801,2026-02-12,D02,Rangpur,Google Ads,Desktop,109,62,97,48.8,114.0,3.0,3.0
22802,2026-02-12,D02,Rangpur,Organic Search,Mobile,44,25,41,49.0,90.0,1.0,2.39
22803,2026-02-12,D02,Rangpur,Direct,Mobile,40,28,38,41.2,139.0,1.0,2.66
22804,2026-02-12,D02,Rangpur,Youtube,Mobile,29,17,27,42.6,160.0,1.0,2.38
22805,2026-02-12,D02,Rangpur,Facebook Ads,Mobile,23,16,21,40.1,125.0,1.0,2.82
22806,2026-02-12,D02,Rangpur,Direct,Mobile,24,18,21,39.6,107.0,1.0,2.64
22807,2026-02-12,D03,Khulna,Youtube,Mobile,82,57,72,49.3,164.0,2.0,2.2
22808,2026-02-12,D03,Khulna,Organic Search,Mobile,73,52,63,36.9,156.0,1.0,1.93
22809,2026-02-12,D03,Khulna,Facebook Ads,Mobile,43,27,39,31.2,114.0,2.0,3.76
22810,2026-02-12,D03,Khulna,Referral/Ngo Partner,Mobile,30,22,27,37.9,127.0,1.0,2.66
22811,2026-02-12,D03,Khulna,Direct,Mobile,27,16,24,37.6,111.0,1.0,2.37
22812,2026-02-12,D03,Khulna,Referral/Ngo Partner,Mobile,19,14,18,38.3,143.0,0.0,2.43
22813,2026-02-12,D03,Khulna,Direct,Desktop,19,13,18,35.6,178.0,0.0,1.95
22814,2026-02-12,D04,Mymensingh,SMS Campaign,Mobile,54,36,50,39.4,135.0,2.0,2.97
22815,2026-02-12,D04,Mymensingh,Referral/Ngo Partner,Mobile,91,55,85,35.6,144.0,3.0,2.92
22816,2026-02-12,D04,Mymensingh,SMS Campaign,Mobile,40,23,38,43.5,145.0,1.0,2.3
22817,2026-02-12,D04,Mymensingh,SMS Campaign,Mobile,38,26,32,47.9,142.0,1.0,2.73
22818,2026-02-12,D04,Mymensingh,Referral/Ngo Partner,Mobile,27,21,26,40.2,156.0,1.0,3.46
22819,2026-02-12,D04,Mymensingh,Facebook Ads,Mobile,16,11,14,34.9,143.0,0.0,2.47
22820,2026-02-12,D04,Mymensingh,Referral/Ngo Partner,Mobile,24,19,21,36.6,168.0,1.0,2.6
22821,2026-02-12,D05,Dhaka,Organic Search,Mobile,98,60,88,36.8,153.0,3.0,2.66
22822,2026-02-12,D05,Dhaka,Youtube,Mobile,112,80,103,37.6,94.0,2.0,1.63
22823,2026-02-12,D05,Dhaka,Direct,Mobile,51,40,49,40.0,120.0,1.0,2.26
22824,2026-02-12,D05,Dhaka,SMS Campaign,Mobile,40,26,35,37.7,128.0,1.0,2.36
22825,2026-02-12,D05,Dhaka,Facebook Ads,Mobile,25,20,21,43.7,102.0,0.0,1.46
22826,2026-02-12,D05,Dhaka,Facebook Ads,Mobile,29,19,25,44.2,136.0,1.0,3.23
22827,2026-02-12,D05,Dhaka,Referral/Ngo Partner,Mobile,32,18,28,40.4,140.0,1.0,1.62
22828,2026-02-12,D06,Barishal,Referral/Ngo Partner,Mobile,46,37,42,41.7,154.0,1.0,2.45
22829,2026-02-12,D06,Barishal,Direct,Desktop,72,53,62,40.8,110.0,1.0,1.92
22830,2026-02-12,D06,Barishal,Google Ads,Desktop,32,21,30,47.3,75.0,1.0,1.83
22831,2026-02-12,D06,Barishal,Facebook Ads,Mobile,31,19,29,31.1,167.0,1.0,1.8
22832,2026-02-12,D06,Barishal,Youtube,Mobile,10,7,9,37.6,139.0,0.0,2.21
22833,2026-02-12,D06,Barishal,Direct,Mobile,13,9,11,38.2,95.0,0.0,2.2
22834,2026-02-12,D06,Barishal,Youtube,Desktop,22,17,20,27.4,119.0,1.0,2.55
22835,2026-02-12,D07,Chattogram,Google Ads,Mobile,59,41,51,38.0,137.0,1.0,2.27
22836,2026-02-12,D07,Chattogram,Google Ads,Mobile,94,54,82,45.8,132.0,2.0,2.13
22837,2026-02-12,D07,Chattogram,Direct,Mobile,38,21,35,35.9,120.0,1.0,1.84
22838,2026-02-12,D07,Chattogram,Youtube,Desktop,35,27,33,43.0,145.0,1.0,2.59
22839,2026-02-12,D07,Chattogram,Direct,Mobile,24,18,22,41.6,118.0,0.0,1.93
22840,2026-02-12,D07,Chattogram,Facebook Ads,Mobile,21,13,18,37.4,116.0,0.0,1.72
22841,2026-02-12,D07,Chattogram,Google Ads,Mobile,20,12,18,45.8,142.0,0.0,1.8
22842,2026-02-12,D08,Sylhet,SMS Campaign,Desktop,33,25,29,37.0,94.0,0.0,1.11
22843,2026-02-12,D08,Sylhet,Direct,Mobile,42,31,38,25.2,105.0,1.0,1.75
22844,2026-02-12,D08,Sylhet,Facebook Ads,Mobile,19,14,18,33.4,146.0,0.0,1.95
22845,2026-02-12,D08,Sylhet,Youtube,Mobile,15,11,14,43.8,107.0,0.0,1.72
22846,2026-02-12,D08,Sylhet,Organic Search,Desktop,12,9,11,42.1,128.0,0.0,1.61
22847,2026-02-12,D08,Sylhet,Facebook Ads,Mobile,10,8,9,43.7,105.0,0.0,1.62
22848,2026-02-12,D08,Sylhet,Referral/Ngo Partner,Desktop,9,5,8,42.0,119.0,0.0,1.83
22849,2026-02-13,D01,Rajshahi,Youtube,Mobile,83,58,72,36.8,133.0,3.0,3.26
22850,2026-02-13,D01,Rajshahi,Direct,Desktop,117,69,113,43.4,77.0,3.0,2.78
22851,2026-02-13,D01,Rajshahi,Referral/Ngo Partner,Mobile,50,33,44,38.0,123.0,1.0,2.66
22852,2026-02-13,D01,Rajshahi,Direct,Mobile,34,26,30,46.8,180.0,1.0,3.21
22853,2026-02-13,D01,Rajshahi,Organic Search,Mobile,39,27,34,28.6,138.0,1.0,2.83
22854,2026-02-13,D01,Rajshahi,Facebook Ads,Mobile,29,17,28,23.9,189.0,1.0,2.41
22855,2026-02-13,D01,Rajshahi,Direct,Mobile,40,24,39,49.6,145.0,1.0,3.1
22856,2026-02-13,D02,Rangpur,Direct,Mobile,98,72,84,45.8,140.0,2.0,2.52
22857,2026-02-13,D02,Rangpur,Facebook Ads,Desktop,94,68,86,48.6,125.0,2.0,2.29
22858,2026-02-13,D02,Rangpur,Youtube,Mobile,44,26,38,37.1,91.0,1.0,2.64
22859,2026-02-13,D02,Rangpur,Youtube,Mobile,49,38,47,45.4,122.0,1.0,3.02
22860,2026-02-13,D02,Rangpur,Youtube,Desktop,31,24,27,33.8,129.0,1.0,2.93
22861,2026-02-13,D02,Rangpur,Organic Search,Mobile,24,14,21,32.2,110.0,0.0,2.03
22862,2026-02-13,D02,Rangpur,Organic Search,Mobile,34,22,33,38.5,124.0,1.0,2.5
22863,2026-02-13,D03,Khulna,Facebook Ads,Mobile,54,42,46,37.8,106.0,1.0,2.57
22864,2026-02-13,D03,Khulna,Direct,Mobile,105,83,98,45.8,93.0,3.0,2.75
22865,2026-02-13,D03,Khulna,Youtube,Mobile,39,25,37,48.9,107.0,1.0,2.33
22866,2026-02-13,D03,Khulna,Google Ads,Mobile,32,23,30,35.9,116.0,1.0,1.85
22867,2026-02-13,D03,Khulna,Facebook Ads,Mobile,32,19,29,46.7,85.0,0.0,1.3
22868,2026-02-13,D03,Khulna,Facebook Ads,Mobile,19,13,18,47.4,157.0,0.0,2.57
22869,2026-02-13,D03,Khulna,Organic Search,Mobile,21,14,19,39.1,146.0,1.0,2.78
22870,2026-02-13,D04,Mymensingh,Organic Search,Mobile,66,39,57,35.3,143.0,2.0,2.66
22871,2026-02-13,D04,Mymensingh,Direct,Mobile,87,54,74,47.1,141.0,3.0,3.3
22872,2026-02-13,D04,Mymensingh,Organic Search,Mobile,35,20,32,47.4,81.0,1.0,2.98
22873,2026-02-13,D04,Mymensingh,SMS Campaign,Mobile,22,18,19,41.5,109.0,1.0,2.89
22874,2026-02-13,D04,Mymensingh,Youtube,Mobile,26,16,23,40.0,110.0,1.0,2.1
22875,2026-02-13,D04,Mymensingh,Organic Search,Mobile,13,8,12,45.8,129.0,0.0,1.72
22876,2026-02-13,D04,Mymensingh,Facebook Ads,Mobile,22,14,20,45.8,144.0,1.0,2.28
22877,2026-02-13,D05,Dhaka,Direct,Mobile,105,76,92,38.1,173.0,2.0,1.81
22878,2026-02-13,D05,Dhaka,Youtube,Mobile,126,85,117,42.5,188.0,3.0,2.36
22879,2026-02-13,D05,Dhaka,Organic Search,Mobile,35,26,30,38.8,138.0,1.0,2.55
22880,2026-02-13,D05,Dhaka,SMS Campaign,Desktop,37,29,36,37.4,169.0,1.0,2.13
22881,2026-02-13,D05,Dhaka,Direct,Mobile,26,17,23,42.0,65.0,0.0,1.74
22882,2026-02-13,D05,Dhaka,Direct,Mobile,29,18,25,45.4,177.0,0.0,1.55
22883,2026-02-13,D05,Dhaka,Google Ads,Mobile,31,21,29,40.8,140.0,1.0,2.1
22884,2026-02-13,D06,Barishal,Youtube,Mobile,68,40,65,41.0,156.0,1.0,1.87
22885,2026-02-13,D06,Barishal,Youtube,Mobile,81,51,75,34.7,135.0,2.0,2.66
22886,2026-02-13,D06,Barishal,Facebook Ads,Desktop,34,26,30,33.5,113.0,1.0,2.41
22887,2026-02-13,D06,Barishal,Facebook Ads,Mobile,23,13,21,56.0,174.0,0.0,1.88
22888,2026-02-13,D06,Barishal,Youtube,Mobile,22,17,20,48.1,143.0,1.0,2.7
22889,2026-02-13,D06,Barishal,Referral/Ngo Partner,Mobile,19,11,17,41.5,131.0,0.0,1.69
22890,2026-02-13,D06,Barishal,Google Ads,Mobile,22,16,19,45.7,136.0,0.0,2.14
22891,2026-02-13,D07,Chattogram,Referral/Ngo Partner,Mobile,72,49,62,35.1,162.0,2.0,2.23
22892,2026-02-13,D07,Chattogram,Google Ads,Mobile,90,68,84,45.0,113.0,2.0,1.94
22893,2026-02-13,D07,Chattogram,Youtube,Desktop,41,25,36,32.7,111.0,1.0,2.33
22894,2026-02-13,D07,Chattogram,Referral/Ngo Partner,Mobile,31,25,27,46.0,129.0,1.0,2.01
22895,2026-02-13,D07,Chattogram,Organic Search,Desktop,22,13,21,35.0,161.0,0.0,2.25
22896,2026-02-13,D07,Chattogram,Direct,Mobile,19,11,17,35.6,123.0,0.0,2.54
22897,2026-02-13,D07,Chattogram,Referral/Ngo Partner,Mobile,17,11,16,31.2,134.0,0.0,2.18
22898,2026-02-13,D08,Sylhet,Facebook Ads,Mobile,38,24,33,44.6,153.0,1.0,1.77
22899,2026-02-13,D08,Sylhet,Facebook Ads,Mobile,56,37,48,35.4,117.0,1.0,1.51
22900,2026-02-13,D08,Sylhet,Referral/Ngo Partner,Mobile,15,10,13,48.4,132.0,0.0,1.51
22901,2026-02-13,D08,Sylhet,Direct,Desktop,17,9,16,39.1,139.0,0.0,1.03
22902,2026-02-13,D08,Sylhet,SMS Campaign,Desktop,13,9,11,41.4,172.0,0.0,1.91
22903,2026-02-13,D08,Sylhet,Facebook Ads,Mobile,9,6,8,38.0,154.0,0.0,1.42
22904,2026-02-13,D08,Sylhet,SMS Campaign,Mobile,14,8,12,42.3,124.0,0.0,1.23
22905,2026-02-14,D01,Rajshahi,Facebook Ads,Mobile,99,79,95,41.4,160.0,3.0,2.75
22906,2026-02-14,D01,Rajshahi,Organic Search,Mobile,121,70,114,41.1,102.0,3.0,2.61
22907,2026-02-14,D01,Rajshahi,Direct,Mobile,54,36,47,36.9,72.0,2.0,3.12
22908,2026-02-14,D01,Rajshahi,Referral/Ngo Partner,Mobile,37,24,35,28.3,123.0,1.0,2.89
22909,2026-02-14,D01,Rajshahi,Youtube,Mobile,37,25,34,47.8,109.0,1.0,2.47
22910,2026-02-14,D01,Rajshahi,Organic Search,Desktop,26,20,25,32.4,168.0,1.0,2.81
22911,2026-02-14,D01,Rajshahi,Youtube,Mobile,29,17,25,35.1,114.0,1.0,2.62
22912,2026-02-14,D02,Rangpur,Direct,Mobile,100,80,85,38.9,110.0,3.0,2.51
22913,2026-02-14,D02,Rangpur,Facebook Ads,Desktop,108,63,102,44.8,147.0,4.0,3.28
22914,2026-02-14,D02,Rangpur,Youtube,Mobile,45,28,42,34.3,151.0,1.0,2.97
22915,2026-02-14,D02,Rangpur,Referral/Ngo Partner,Mobile,40,31,37,35.6,125.0,1.0,2.74
22916,2026-02-14,D02,Rangpur,SMS Campaign,Mobile,26,15,25,36.1,126.0,1.0,2.68
22917,2026-02-14,D02,Rangpur,Organic Search,Mobile,24,16,21,35.3,137.0,1.0,2.42
22918,2026-02-14,D02,Rangpur,Facebook Ads,Mobile,37,21,34,41.5,135.0,1.0,3.0
22919,2026-02-14,D03,Khulna,Organic Search,Mobile,96,74,85,42.1,136.0,3.0,3.64
22920,2026-02-14,D03,Khulna,Google Ads,Mobile,112,66,108,45.5,158.0,3.0,2.82
22921,2026-02-14,D03,Khulna,Referral/Ngo Partner,Mobile,46,27,45,46.5,129.0,1.0,3.21
22922,2026-02-14,D03,Khulna,Direct,Desktop,31,23,27,47.4,97.0,1.0,2.21
22923,2026-02-14,D03,Khulna,Direct,Desktop,25,20,24,43.1,116.0,1.0,2.63
22924,2026-02-14,D03,Khulna,SMS Campaign,Mobile,21,12,19,42.7,102.0,1.0,2.49
22925,2026-02-14,D03,Khulna,Organic Search,Mobile,20,15,17,35.8,115.0,1.0,3.53
22926,2026-02-14,D04,Mymensingh,Facebook Ads,Mobile,91,72,88,36.2,128.0,2.0,2.21
22927,2026-02-14,D04,Mymensingh,Google Ads,Mobile,99,65,93,37.1,73.0,2.0,1.92
22928,2026-02-14,D04,Mymensingh,Youtube,Mobile,40,28,35,45.9,101.0,1.0,2.42
22929,2026-02-14,D04,Mymensingh,Facebook Ads,Mobile,27,16,25,41.4,154.0,1.0,2.01
22930,2026-02-14,D04,Mymensingh,Google Ads,Mobile,26,15,24,38.6,111.0,1.0,2.9
22931,2026-02-14,D04,Mymensingh,Facebook Ads,Mobile,18,14,15,41.2,73.0,1.0,2.86
22932,2026-02-14,D04,Mymensingh,Google Ads,Mobile,25,18,24,40.0,147.0,1.0,2.65
22933,2026-02-14,D05,Dhaka,Direct,Mobile,87,64,84,41.4,117.0,2.0,1.84
22934,2026-02-14,D05,Dhaka,Referral/Ngo Partner,Desktop,107,66,98,50.1,114.0,2.0,2.13
22935,2026-02-14,D05,Dhaka,Facebook Ads,Mobile,51,37,43,29.0,110.0,1.0,1.58
22936,2026-02-14,D05,Dhaka,Direct,Mobile,58,44,50,37.9,96.0,1.0,2.41
22937,2026-02-14,D05,Dhaka,Facebook Ads,Desktop,24,14,22,39.5,102.0,1.0,2.18
22938,2026-02-14,D05,Dhaka,Organic Search,Mobile,30,21,28,38.1,106.0,1.0,1.97
22939,2026-02-14,D05,Dhaka,Youtube,Mobile,27,21,26,38.3,128.0,1.0,2.34
22940,2026-02-14,D06,Barishal,Organic Search,Desktop,59,37,55,50.1,137.0,1.0,1.87
22941,2026-02-14,D06,Barishal,Youtube,Mobile,90,69,87,37.2,93.0,2.0,2.1
22942,2026-02-14,D06,Barishal,Facebook Ads,Mobile,32,23,31,46.0,117.0,1.0,3.04
22943,2026-02-14,D06,Barishal,SMS Campaign,Desktop,22,14,20,31.5,137.0,0.0,1.9
22944,2026-02-14,D06,Barishal,Direct,Mobile,25,19,24,30.9,64.0,0.0,1.24
22945,2026-02-14,D06,Barishal,Referral/Ngo Partner,Desktop,14,11,13,35.2,124.0,0.0,2.51
22946,2026-02-14,D06,Barishal,Organic Search,Mobile,17,10,16,36.0,125.0,0.0,1.91
22947,2026-02-14,D07,Chattogram,Youtube,Mobile,58,34,51,39.9,141.0,2.0,2.74
22948,2026-02-14,D07,Chattogram,SMS Campaign,Mobile,114,78,105,42.9,107.0,3.0,2.25
22949,2026-02-14,D07,Chattogram,Referral/Ngo Partner,Mobile,36,21,31,36.7,102.0,1.0,2.02
22950,2026-02-14,D07,Chattogram,Direct,Mobile,19,11,18,28.6,143.0,0.0,2.44
22951,2026-02-14,D07,Chattogram,Google Ads,Mobile,20,13,17,38.4,110.0,0.0,1.96
22952,2026-02-14,D07,Chattogram,Direct,Desktop,20,14,17,45.8,118.0,0.0,1.75
22953,2026-02-14,D07,Chattogram,Facebook Ads,Mobile,25,15,24,43.4,128.0,1.0,2.3
22954,2026-02-14,D08,Sylhet,SMS Campaign,Mobile,28,18,26,36.7,115.0,1.0,1.79
22955,2026-02-14,D08,Sylhet,Referral/Ngo Partner,Mobile,49,37,45,41.5,142.0,1.0,1.61
22956,2026-02-14,D08,Sylhet,Facebook Ads,Desktop,17,13,15,45.2,108.0,0.0,1.49
22957,2026-02-14,D08,Sylhet,Google Ads,Mobile,16,11,15,41.7,127.0,0.0,1.36
22958,2026-02-14,D08,Sylhet,SMS Campaign,Mobile,12,9,11,46.3,118.0,0.0,1.75
22959,2026-02-14,D08,Sylhet,Referral/Ngo Partner,Desktop,7,4,6,41.6,112.0,0.0,1.94
22960,2026-02-14,D08,Sylhet,Facebook Ads,Mobile,12,8,11,36.3,159.0,0.0,1.47
22961,2026-02-15,D01,Rajshahi,Facebook Ads,Desktop,134,77,115,45.5,103.0,4.0,2.64
22962,2026-02-15,D01,Rajshahi,Youtube,Mobile,142,90,128,41.4,109.0,4.0,2.58
22963,2026-02-15,D01,Rajshahi,Google Ads,Mobile,50,38,44,40.8,136.0,1.0,2.47
22964,2026-02-15,D01,Rajshahi,Youtube,Mobile,43,33,38,43.0,137.0,1.0,2.67
22965,2026-02-15,D01,Rajshahi,SMS Campaign,Mobile,33,24,30,32.8,129.0,1.0,2.26
22966,2026-02-15,D01,Rajshahi,Organic Search,Mobile,23,13,20,38.5,121.0,1.0,2.56
22967,2026-02-15,D01,Rajshahi,Direct,Mobile,27,16,25,43.8,140.0,1.0,2.65
22968,2026-02-15,D02,Rangpur,Organic Search,Mobile,82,64,72,44.1,167.0,2.0,2.79
22969,2026-02-15,D02,Rangpur,Facebook Ads,Mobile,99,65,89,43.3,145.0,3.0,2.99
22970,2026-02-15,D02,Rangpur,Organic Search,Mobile,46,35,41,44.0,98.0,2.0,3.29
22971,2026-02-15,D02,Rangpur,Organic Search,Mobile,43,34,39,46.7,102.0,1.0,3.26
22972,2026-02-15,D02,Rangpur,Facebook Ads,Mobile,24,17,23,29.5,135.0,0.0,1.91
22973,2026-02-15,D02,Rangpur,Organic Search,Mobile,30,21,28,45.8,115.0,1.0,2.98
22974,2026-02-15,D02,Rangpur,Direct,Mobile,46,36,43,51.0,126.0,1.0,3.01
22975,2026-02-15,D03,Khulna,Google Ads,Mobile,86,49,83,37.4,169.0,2.0,2.19
22976,2026-02-15,D03,Khulna,Referral/Ngo Partner,Mobile,112,81,96,32.3,144.0,3.0,2.84
22977,2026-02-15,D03,Khulna,Youtube,Mobile,36,27,34,35.4,139.0,1.0,2.62
22978,2026-02-15,D03,Khulna,Referral/Ngo Partner,Mobile,44,24,40,45.8,154.0,1.0,3.14
22979,2026-02-15,D03,Khulna,Referral/Ngo Partner,Mobile,32,25,31,24.2,111.0,1.0,3.21
22980,2026-02-15,D03,Khulna,SMS Campaign,Mobile,26,20,23,36.4,134.0,1.0,2.98
22981,2026-02-15,D03,Khulna,Direct,Mobile,19,14,16,37.2,108.0,0.0,2.28
22982,2026-02-15,D04,Mymensingh,Referral/Ngo Partner,Mobile,67,53,59,33.9,100.0,2.0,2.72
22983,2026-02-15,D04,Mymensingh,Referral/Ngo Partner,Mobile,88,55,80,51.4,76.0,2.0,2.37
22984,2026-02-15,D04,Mymensingh,Direct,Desktop,34,23,30,32.8,105.0,1.0,2.72
22985,2026-02-15,D04,Mymensingh,SMS Campaign,Desktop,34,21,33,41.1,144.0,1.0,2.64
22986,2026-02-15,D04,Mymensingh,Direct,Mobile,26,21,23,37.6,101.0,1.0,3.61
22987,2026-02-15,D04,Mymensingh,Youtube,Mobile,24,16,21,33.0,156.0,1.0,3.36
22988,2026-02-15,D04,Mymensingh,Youtube,Mobile,21,13,18,36.5,134.0,1.0,3.19
22989,2026-02-15,D05,Dhaka,Google Ads,Mobile,97,64,93,33.6,126.0,2.0,2.02
22990,2026-02-15,D05,Dhaka,Organic Search,Mobile,123,92,114,36.2,66.0,2.0,1.91
22991,2026-02-15,D05,Dhaka,SMS Campaign,Mobile,51,31,46,37.7,179.0,1.0,1.89
22992,2026-02-15,D05,Dhaka,Organic Search,Desktop,53,39,50,35.3,108.0,1.0,2.32
22993,2026-02-15,D05,Dhaka,SMS Campaign,Desktop,43,31,42,35.5,89.0,1.0,2.56
22994,2026-02-15,D05,Dhaka,Direct,Desktop,31,24,29,45.8,159.0,1.0,2.15
22995,2026-02-15,D05,Dhaka,Facebook Ads,Mobile,29,23,26,30.7,135.0,1.0,2.32
22996,2026-02-15,D06,Barishal,Organic Search,Mobile,44,27,39,37.4,108.0,1.0,1.87
22997,2026-02-15,D06,Barishal,Facebook Ads,Mobile,80,60,71,31.7,106.0,1.0,1.81
22998,2026-02-15,D06,Barishal,Organic Search,Desktop,39,30,37,43.2,105.0,1.0,1.68
22999,2026-02-15,D06,Barishal,Google Ads,Mobile,26,15,24,39.9,204.0,1.0,2.07
23000,2026-02-15,D06,Barishal,Organic Search,Mobile,20,14,19,41.1,103.0,1.0,2.78
23001,2026-02-15,D06,Barishal,Organic Search,Mobile,15,11,13,39.5,94.0,0.0,2.3
23002,2026-02-15,D06,Barishal,Organic Search,Mobile,20,15,18,45.2,130.0,0.0,2.01
23003,2026-02-15,D07,Chattogram,Google Ads,Mobile,53,32,50,33.0,140.0,1.0,2.52
23004,2026-02-15,D07,Chattogram,Facebook Ads,Mobile,76,52,67,39.7,116.0,2.0,1.99
23005,2026-02-15,D07,Chattogram,Referral/Ngo Partner,Desktop,42,25,40,40.4,126.0,1.0,2.42
23006,2026-02-15,D07,Chattogram,Youtube,Mobile,31,20,29,31.5,169.0,1.0,2.1
23007,2026-02-15,D07,Chattogram,SMS Campaign,Mobile,28,16,25,46.9,103.0,1.0,2.32
23008,2026-02-15,D07,Chattogram,SMS Campaign,Mobile,16,10,14,41.1,104.0,0.0,2.28
23009,2026-02-15,D07,Chattogram,Referral/Ngo Partner,Desktop,25,19,23,41.4,124.0,1.0,2.77
23010,2026-02-15,D08,Sylhet,SMS Campaign,Mobile,23,18,20,31.6,116.0,0.0,1.86
23011,2026-02-15,D08,Sylhet,Google Ads,Desktop,50,29,46,38.4,118.0,1.0,1.25
23012,2026-02-15,D08,Sylhet,SMS Campaign,Mobile,18,11,16,38.0,112.0,0.0,1.72
23013,2026-02-15,D08,Sylhet,Youtube,Desktop,19,15,18,37.7,120.0,0.0,1.64
23014,2026-02-15,D08,Sylhet,SMS Campaign,Mobile,12,7,10,34.4,102.0,0.0,1.74
23015,2026-02-15,D08,Sylhet,Facebook Ads,Desktop,11,8,10,47.2,105.0,0.0,1.72
23016,2026-02-15,D08,Sylhet,Google Ads,Mobile,16,9,14,29.5,181.0,0.0,1.93
23017,2026-02-16,D01,Rajshahi,Google Ads,Mobile,82,54,72,45.0,83.0,2.0,2.38
23018,2026-02-16,D01,Rajshahi,Referral/Ngo Partner,Mobile,122,97,108,43.7,120.0,3.0,2.75
23019,2026-02-16,D01,Rajshahi,Direct,Mobile,46,36,44,36.0,128.0,1.0,3.09
23020,2026-02-16,D01,Rajshahi,Direct,Mobile,41,26,38,36.4,150.0,1.0,2.33
23021,2026-02-16,D01,Rajshahi,Organic Search,Mobile,26,20,23,46.2,130.0,0.0,1.79
23022,2026-02-16,D01,Rajshahi,Google Ads,Mobile,29,22,26,39.1,132.0,1.0,2.78
23023,2026-02-16,D01,Rajshahi,Google Ads,Mobile,41,30,38,31.9,102.0,1.0,2.03
23024,2026-02-16,D02,Rangpur,Organic Search,Mobile,75,48,69,41.0,112.0,2.0,2.03
23025,2026-02-16,D02,Rangpur,Referral/Ngo Partner,Mobile,125,99,109,47.2,181.0,4.0,3.23
23026,2026-02-16,D02,Rangpur,Direct,Mobile,54,32,48,33.8,155.0,1.0,1.74
23027,2026-02-16,D02,Rangpur,Google Ads,Mobile,35,26,31,28.8,133.0,1.0,2.24
23028,2026-02-16,D02,Rangpur,Youtube,Mobile,36,20,34,38.2,100.0,1.0,2.42
23029,2026-02-16,D02,Rangpur,Direct,Desktop,26,21,24,38.2,120.0,1.0,2.62
23030,2026-02-16,D02,Rangpur,Google Ads,Mobile,18,13,16,36.0,106.0,1.0,3.19
23031,2026-02-16,D03,Khulna,Direct,Mobile,94,62,87,44.8,129.0,2.0,2.5
23032,2026-02-16,D03,Khulna,Youtube,Mobile,114,72,109,43.9,173.0,3.0,2.67
23033,2026-02-16,D03,Khulna,Direct,Mobile,38,28,34,47.8,130.0,1.0,2.54
23034,2026-02-16,D03,Khulna,Organic Search,Mobile,29,19,27,47.4,94.0,1.0,2.29
